Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
15852,Relativity: The Special and the General Theory,Albert Einstein,"Einstein, Albert","Nigel Calder, Robert W. Lawson","=""0143039822""","=""9780143039822""",0,4.16,Penguin Classics,Paperback,130,2006,1916,,2017/02/26,"to-read, non-fiction","to-read (#108), non-fiction (#101)",to-read,,,,0,,,0,,,,,
2333956,The Annotated Turing: A Guided Tour Through Alan Turing's Historic Paper on Computability and the Turing Machine,Charles Petzold,"Petzold, Charles",,"=""0470229055""","=""9780470229057""",0,4.14,John Wiley & Sons,Paperback,372,2008,2008,,2017/02/26,"to-read, non-fiction","to-read (#107), non-fiction (#100)",to-read,,,,0,,,0,,,,,
3175355,A Profile of Mathematical Logic,Howard DeLong,"DeLong, Howard",,"=""0486434753""","=""9780486434759""",0,4.22,Dover Publications Inc.,Paperback,320,2004,2004,,2017/02/26,"to-read, non-fiction","to-read (#106), non-fiction (#99)",to-read,,,,0,,,0,,,,,
356387,Foundations and Fundamental Concepts of Mathematics,Howard W. Eves,"Eves, Howard W.",,"=""048669609X""","=""9780486696096""",0,3.94,Dover Publications,Paperback,368,1997,1997,,2017/02/26,"to-read, non-fiction","to-read (#105), non-fiction (#98)",to-read,,,,0,,,0,,,,,
416314,Linear Algebra,Georgi E. Shilov,"Shilov, Georgi E.",Richard A. Silverman,"=""048663518X""","=""9780486635187""",0,4.00,Dover Publications,Paperback,400,1977,1971,,2017/02/26,"to-read, non-fiction","to-read (#104), non-fiction (#97)",to-read,,,,0,,,0,,,,,
7971861,Algebras of Holomorphic Functions and Control Theory,Amol Sasane,"Sasane, Amol",,"=""0486474658""","=""9780486474656""",0,5.00,Dover Publications,Paperback,160,2009,2009,,2017/02/26,"to-read, non-fiction","to-read (#103), non-fiction (#96)",to-read,,,,0,,,0,,,,,
116420,Introduction to Topology,Bert Mendelson,"Mendelson, Bert",,"=""0486663523""","=""9780486663524""",0,3.95,Dover Publications,Paperback,224,1990,1975,,2017/02/26,"to-read, non-fiction","to-read (#102), non-fiction (#95)",to-read,,,,0,,,0,,,,,
722399,Elementary Matrix Theory,Howard Eves,"Eves, Howard",,"=""0486639460""","=""9780486639468""",0,3.75,Dover Publications,Paperback,352,1980,1980,,2017/02/26,"to-read, non-fiction","to-read (#101), non-fiction (#94)",to-read,,,,0,,,0,,,,,
164583,Ordinary Differential Equations,Morris Tenenbaum,"Tenenbaum, Morris",Harry Pollard,"=""0486649407""","=""9780486649405""",0,3.98,Dover Publications,Paperback,832,1985,1985,,2017/02/26,"to-read, non-fiction","to-read (#100), non-fiction (#93)",to-read,,,,0,,,0,,,,,
770944,"Differential Games: A Mathematical Theory with Applications to Warfare and Pursuit, Control and Optimization",Rufus Isaacs,"Isaacs, Rufus",,"=""0486406822""","=""9780486406824""",0,4.40,Dover Publications,Paperback,416,1999,1999,,2017/02/26,"to-read, non-fiction","to-read (#99), non-fiction (#92)",to-read,,,,0,,,0,,,,,
274063,"Geometry, Relativity and the Fourth Dimension",Rudy Rucker,"Rucker, Rudy",,"=""0486234002""","=""9780486234007""",0,4.24,Dover Publications,Paperback,160,1977,1977,,2017/02/26,"to-read, non-fiction","to-read (#98), non-fiction (#91)",to-read,,,,0,,,0,,,,,
585553,Number Theory,George E. Andrews,"Andrews, George E.",,"=""0486682528""","=""9780486682525""",0,4.00,Dover Publications,Paperback,288,1994,2012,,2017/02/26,"to-read, non-fiction","to-read (#97), non-fiction (#90)",to-read,,,,0,,,0,,,,,
2332804,Introduction to Probability,John E. Freund,"Freund, John E.",,"=""0486675491""","=""9780486675497""",0,3.50,Dover Publications,Paperback,272,1993,1993,,2017/02/26,"to-read, non-fiction","to-read (#96), non-fiction (#89)",to-read,,,,0,,,0,,,,,
9617768,New Directions in Hopf Algebras,Susan Montgomery,"Montgomery, Susan",Hans-Jurgen Schneider,"=""052112431X""","=""9780521124317""",0,0.0,Cambridge University Press,Paperback,496,2009,2009,,2017/02/26,"to-read, non-fiction","to-read (#95), non-fiction (#88)",to-read,,,,0,,,0,,,,,
739735,How to Prove It: A Structured Approach,Daniel J. Velleman,"Velleman, Daniel J.",,"=""0521675995""","=""9780521675994""",0,4.18,Cambridge University Press,Paperback,384,2006,1994,,2017/02/26,"to-read, non-fiction","to-read (#94), non-fiction (#87)",to-read,,,,0,,,0,,,,,
202447,Elementary Real and Complex Analysis,Georgi E. Shilov,"Shilov, Georgi E.",Richard A. Silverman,"=""0486689220""","=""9780486689227""",0,4.00,Dover Publications,Paperback,544,1996,1996,,2017/02/26,"to-read, non-fiction","to-read (#93), non-fiction (#86)",to-read,,,,0,,,0,,,,,
748824,Riemann's Zeta Function,Harold M. Edwards,"Edwards, Harold M.",,"=""0486417409""","=""9780486417400""",0,4.21,Dover Publications,Paperback,336,2001,1974,,2017/02/26,"to-read, non-fiction","to-read (#92), non-fiction (#85)",to-read,,,,0,,,0,,,,,
8295305,A Book of Abstract Algebra,Charles C. Pinter,"Pinter, Charles C.",,"=""0486474178""","=""9780486474175""",0,4.30,Dover Publications,Paperback,400,2010,1982,,2017/02/26,"to-read, non-fiction","to-read (#91), non-fiction (#84)",to-read,,,,0,,,0,,,,,
450366,Calculus: An Intuitive and Physical Approach,Morris Kline,"Kline, Morris",,"=""0486404536""","=""9780486404530""",0,4.22,Dover Publications,Paperback,960,1998,1967,,2017/02/26,"to-read, non-fiction","to-read (#90), non-fiction (#83)",to-read,,,,0,,,0,,,,,
593615,Applied Combinatorics,Alan Tucker,"Tucker, Alan",,"=""0471735078""","=""9780471735076""",0,3.69,Wiley,Hardcover,496,2006,1978,,2017/02/26,"to-read, non-fiction","to-read (#89), non-fiction (#82)",to-read,,,,0,,,0,,,,,
6822034,Elliptic Partial Differential Equations and Quasiconformal Mappings in the Plane,Kari Astala,"Astala, Kari","Tadeusz Iwaniec, Gaven Martin","=""0691137773""","=""9780691137773""",0,2.00,Princeton University Press,Hardcover,677,2008,2008,,2017/02/26,"to-read, non-fiction","to-read (#88), non-fiction (#81)",to-read,,,,0,,,0,,,,,
1471873,The Princeton Companion to Mathematics,Timothy Gowers,"Gowers, Timothy","June Barrow-Green, Imre Leader","=""0691118809""","=""9780691118802""",0,4.40,Princeton University Press,Hardcover,1056,2008,2007,,2017/02/26,"to-read, non-fiction","to-read (#87), non-fiction (#80)",to-read,,,,0,,,0,,,,,
238558,A New Kind of Science,Stephen Wolfram,"Wolfram, Stephen",,"=""1579550088""","=""9781579550080""",0,3.55,Wolfram Media,Hardcover,1197,2002,1997,,2017/02/26,"to-read, non-fiction","to-read (#86), non-fiction (#79)",to-read,,,,0,,,0,,,,,
2041749,Abel's Proof: An Essay on the Sources and Meaning of Mathematical Unsolvability,Peter Pesic,"Pesic, Peter",,"=""0262661829""","=""9780262661829""",0,3.75,MIT Press (MA),Paperback,213,2004,2003,,2017/02/26,"to-read, non-fiction","to-read (#85), non-fiction (#78)",to-read,,,,0,,,0,,,,,
22775338,A Book of Set Theory (Dover Books on Mathematics),Charles C. Pinter,"Pinter, Charles C.",,"=""""","=""""",0,4.40,Dover Publications,Kindle Edition,256,2014,2013,,2017/02/26,"to-read, non-fiction","to-read (#84), non-fiction (#77)",to-read,,,,0,,,0,,,,,
19395553,Our Mathematical Universe: My Quest for the Ultimate Nature of Reality,Max Tegmark,"Tegmark, Max",,"=""1846144760""","=""9781846144769""",0,4.11,Allen Lane,Hardcover,432,2014,2013,,2017/02/26,"to-read, non-fiction","to-read (#83), non-fiction (#76)",to-read,,,,0,,,0,,,,,
2825733,Applied Abstract Algebra,David Joyner,"Joyner, David","Richard Kreminski, Joann Turisco","=""0801878225""","=""9780801878220""",0,0.0,Johns Hopkins University Press,Hardcover,344,2004,2004,,2017/02/26,"to-read, non-fiction","to-read (#82), non-fiction (#75)",to-read,,,,0,,,0,,,,,
21413662,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",0,4.16,Houghton Mifflin Harcourt,Hardcover,303,2014,2014,,2017/02/26,"to-read, non-fiction","to-read (#81), non-fiction (#74)",to-read,,,,0,,,0,,,,,
416313,Introduction to Linear Algebra,Lee W. Johnson,"Johnson, Lee W.","R. Dean Riess, Jimmy T. Arnold","=""0201658593""","=""9780201658590""",0,3.39,Pearson,Hardcover,624,2001,1981,,2017/02/26,"to-read, non-fiction","to-read (#80), non-fiction (#73)",to-read,,,,0,,,0,,,,,
7144,Crime and Punishment,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor",David McDuff,"=""0143058142""","=""9780143058144""",0,4.18,Penguin,Paperback,545,2002,1866,,2017/02/26,"to-read, fiction","to-read (#79), fiction (#7)",to-read,,,,0,,,0,,,,,
12505,The Idiot,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor","Constance Garnett, Joseph Frank, Anna Brailovsky","=""0679642420""","=""9780679642428""",0,4.18,Modern Library,Paperback,667,2003,1868,,2017/02/26,"to-read, fiction","to-read (#78), fiction (#6)",to-read,,,,0,,,0,,,,,
4934,The Brothers Karamazov,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",0,4.30,"Farrar, Straus and Giroux",Paperback,795,2002,1880,,2017/02/26,"to-read, fiction","to-read (#77), fiction (#5)",to-read,,,,0,,,0,,,,,
18822,The Possessed,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor","Constance Garnett, Elizabeth Dalton","=""1593082509""","=""9781593082505""",0,4.25,Barnes & Noble,Paperback,768,2005,1872,,2017/02/26,"to-read, fiction","to-read (#76), fiction (#4)",to-read,,,,0,,,0,,,,,
33891,$30 Music School [With CD],Michael W. Dean,"Dean, Michael W.",,"=""1592001718""","=""9781592001712""",0,4.27,Muska & Lipman Publishing,Paperback,517,2003,2003,,2017/02/26,"to-read, non-fiction","to-read (#75), non-fiction (#72)",to-read,,,,0,,,0,,,,,
6916961,Although of Course You End Up Becoming Yourself: A Road Trip with David Foster Wallace,David Lipsky,"Lipsky, David",,"=""030759243X""","=""9780307592439""",0,3.89,Broadway,Paperback,320,2010,2010,,2017/02/26,"to-read, non-fiction","to-read (#74), non-fiction (#71)",to-read,,,,0,,,0,,,,,
180116,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",Anthony Robbins,"Robbins, Anthony","Tony Robbins, Frederick L. Covan","=""0671791540""","=""9780671791544""",0,4.10,Free Press,Paperback,544,1992,1990,,2017/02/26,"to-read, non-fiction","to-read (#73), non-fiction (#70)",to-read,,,,0,,,0,,,,,
45771,Signifying Rappers: Rap and Race in the Urban Present,David Foster Wallace,"Wallace, David Foster",Mark Costello,"=""0880015357""","=""9780880015356""",0,3.33,Ecco Press,Paperback,140,2012,1990,,2017/02/26,"to-read, non-fiction","to-read (#72), non-fiction (#69)",to-read,,,,0,,,0,,,,,
203310,"Poetry, Language, Thought",Martin Heidegger,"Heidegger, Martin",Albert Hofstadter,"=""0060937289""","=""9780060937287""",0,4.14,Harper Perennial Modern Classics,Paperback,256,2013,1971,,2017/02/26,"to-read, non-fiction","to-read (#71), non-fiction (#68)",to-read,,,,0,,,0,,,,,
4865,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""9780671723651""",0,4.13,Gallery Books,Paperback,288,1998,1936,,2017/02/26,"to-read, non-fiction","to-read (#70), non-fiction (#67)",to-read,,,,0,,,0,,,,,
534289,The I Ching or Book of Changes,Anonymous,"Anonymous, Anonymous","Richard Wilhelm, Cary F. Baynes, C.G. Jung","=""069109750X""","=""9780691097503""",0,4.18,Princeton University Press (NJ),Hardcover,740,1967,-750,,2017/02/26,"to-read, non-fiction","to-read (#69), non-fiction (#66)",to-read,,,,0,,,0,,,,,
26778100,The Sparkfun Guide to Processing: Create Interactive Art with Code,Derek Runberg,"Runberg, Derek",,"=""1593276125""","=""9781593276126""",0,3.33,No Starch Press,Paperback,312,2015,2015,,2017/02/26,"to-read, non-fiction","to-read (#68), non-fiction (#65)",to-read,,,,0,,,0,,,,,
1028023,"Music, Physics and Engineering",Harry F. Olson,"Olson, Harry F.",,"=""0486217698""","=""9780486217697""",0,4.00,Dover Publications,Paperback,480,1967,1967,,2017/02/26,"to-read, non-fiction","to-read (#67), non-fiction (#64)",to-read,,,,0,,,0,,,,,
30553,The Road to Wigan Pier,George Orwell,"Orwell, George",,"=""0141185295""","=""9780141185293""",0,3.87,Penguin Classics,Paperback,215,2001,1937,,2017/02/26,"to-read, non-fiction","to-read (#66), non-fiction (#63)",to-read,,,,0,,,0,,,,,
545759,Man's Search for Ultimate Meaning,Viktor E. Frankl,"Frankl, Viktor E.",Swanee Hunt,"=""0738203548""","=""9780738203546""",0,4.09,Basic Books,Paperback,208,2000,,,2017/02/26,"to-read, non-fiction","to-read (#65), non-fiction (#62)",to-read,,,,0,,,0,,,,,
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.",,"=""080701429X""","=""9780807014295""",0,4.33,Beacon Press,Paperback,184,2006,1946,,2017/02/26,"to-read, non-fiction","to-read (#64), non-fiction (#61)",to-read,,,,0,,,0,,,,,
646175,Modern Man in Search of a Soul,C.G. Jung,"Jung, C.G.",,"=""0156612062""","=""9780156612067""",0,4.14,Harcourt Harvest,Paperback,244,1955,1933,,2017/02/26,"to-read, non-fiction","to-read (#63), non-fiction (#60)",to-read,,,,0,,,0,,,,,
174879,On Becoming a Person: A Therapist's View of Psychotherapy,Carl R. Rogers,"Rogers, Carl R.",Peter D. Kramer,"=""039575531X""","=""9780395755310""",0,4.10,Mariner Books,Paperback,420,1995,1961,,2017/02/26,"to-read, non-fiction","to-read (#62), non-fiction (#59)",to-read,,,,0,,,0,,,,,
174876,A Way of Being,Carl R. Rogers,"Rogers, Carl R.",Irvin D. Yalom,"=""0395755301""","=""9780395755303""",0,4.24,Mariner Books,Paperback,395,1995,1980,,2017/02/26,"to-read, non-fiction","to-read (#61), non-fiction (#58)",to-read,,,,0,,,0,,,,,
18693669,The Organized Mind: Thinking Straight in the Age of Information Overload,Daniel J. Levitin,"Levitin, Daniel J.",,"=""052595418X""","=""9780525954187""",0,3.68,Dutton,Hardcover,528,2014,2014,,2017/02/26,"to-read, non-fiction","to-read (#60), non-fiction (#57)",to-read,,,,0,,,0,,,,,
144960,The Conscious Mind: In Search of a Fundamental Theory ,David J. Chalmers,"Chalmers, David J.",,"=""0195117891""","=""9780195117899""",0,3.96,"Oxford University Press, USA",Paperback,432,1997,1996,,2017/02/26,"to-read, non-fiction","to-read (#59), non-fiction (#56)",to-read,,,,0,,,0,,,,,
1114414,Mathematics: Queen and Servant of Science,Eric Temple Bell,"Bell, Eric Temple",,"=""0883854473""","=""9780883854471""",0,4.24,Mathematical Association of America (MAA),Paperback,463,1996,1952,,2017/02/26,"to-read, non-fiction","to-read (#58), non-fiction (#55)",to-read,,,,0,,,0,,,,,
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",0,3.84,Oxford University Press (UK),Hardcover,328,2014,2014,,2017/02/26,"to-read, non-fiction","to-read (#57), non-fiction (#54)",to-read,,,,0,,,0,,,,,
11324722,The Righteous Mind: Why Good People are Divided by Politics and Religion,Jonathan Haidt,"Haidt, Jonathan",,"=""0307377903""","=""9780307377906""",0,4.13,Pantheon,Hardcover,318,2012,2012,,2017/02/26,"to-read, non-fiction","to-read (#56), non-fiction (#53)",to-read,,,,0,,,0,,,,,
53328,The Message of the Sphinx: A Quest for the Hidden Legacy of Mankind,Graham Hancock,"Hancock, Graham",Robert Bauval,"=""0517888521""","=""9780517888520""",0,3.88,Broadway Books,Paperback,384,1997,1995,,2017/02/26,"to-read, non-fiction","to-read (#55), non-fiction (#52)",to-read,,,,0,,,0,,,,,
33025,Underworld: The Mysterious Origins of Civilization,Graham Hancock,"Hancock, Graham",,"=""1400049512""","=""9781400049516""",0,3.92,Three Rivers Press,Paperback,784,2003,2002,,2017/02/26,"to-read, non-fiction","to-read (#54), non-fiction (#51)",to-read,,,,0,,,0,,,,,
23453106,A Beautiful Question: Finding Nature's Deep Design,Frank Wilczek,"Wilczek, Frank",,"=""1594205264""","=""9781594205262""",0,3.91,Penguin Press,Hardcover,448,2015,2015,,2017/02/26,"to-read, non-fiction","to-read (#53), non-fiction (#50)",to-read,,,,0,,,0,,,,,
7570396,Pauli and Jung: The Meeting of Two Great Minds,David Lindorff,"Lindorff, David",,"=""0835608875""","=""9780835608879""",0,4.10,Quest Books,Paperback,299,2004,2004,,2017/02/26,"to-read, non-fiction","to-read (#52), non-fiction (#49)",to-read,,,,0,,,0,,,,,
616208,Euclid's Window: The Story of Geometry from Parallel Lines to Hyperspace,Leonard Mlodinow,"Mlodinow, Leonard",,"=""0684865246""","=""9780684865249""",0,3.83,The Free Press,Paperback,308,2002,2001,,2017/02/26,"to-read, non-fiction","to-read (#51), non-fiction (#48)",to-read,,,,0,,,0,,,,,
260291,"Art and Physics: Parallel Visions in Space, Time, and Light",Leonard Shlain,"Shlain, Leonard",,"=""0688123058""","=""9780688123055""",0,4.13,William Morrow,Paperback,480,1993,1993,,2017/02/26,"to-read, non-fiction","to-read (#50), non-fiction (#47)",to-read,,,,0,,,0,,,,,
19795,Power vs. Force,David R. Hawkins,"Hawkins, David R.",,"=""1561709336""","=""9781561709335""",0,4.22,Hay House,Paperback,310,2002,1985,,2017/02/26,"to-read, non-fiction","to-read (#49), non-fiction (#46)",to-read,,,,0,,,0,,,,,
118397,The Lucifer Principle: A Scientific Expedition into the Forces of History,Howard Bloom,"Bloom, Howard",David Sloan Wilson,"=""0871136643""","=""9780871136640""",0,4.07,Atlantic Monthly Press,Paperback,466,1997,1995,,2017/02/26,"to-read, non-fiction","to-read (#48), non-fiction (#45)",to-read,,,,0,,,0,,,,,
14830222,Geometry of Desert,Shelly Kagan,"Kagan, Shelly",,"=""0199895597""","=""9780199895595""",0,3.33,OUP Us,Hardcover,688,2012,2012,,2017/02/26,"to-read, non-fiction","to-read (#47), non-fiction (#44)",to-read,,,,0,,,0,,,,,
1291673,The Fall of Troy,Quintus Smyrnaeus,"Smyrnaeus, Quintus",,"=""0760768366""","=""9780760768365""",0,3.98,Not Avail,Hardcover,303,2005,350,,2017/02/26,"to-read, non-fiction","to-read (#46), non-fiction (#43)",to-read,,,,0,,,0,,,,,
26131,The Classical World: An Epic History from Homer to Hadrian,Robin Lane Fox,"Fox, Robin Lane",,"=""0465024963""","=""9780465024964""",0,3.89,Basic Books,Hardcover,672,2006,2005,,2017/02/26,"to-read, non-fiction","to-read (#45), non-fiction (#42)",to-read,,,,0,,,0,,,,,
183903,"Constantine's Sword: The Church and the Jews, A History",James Carroll,"Carroll, James",,"=""0618219080""","=""9780618219087""",0,4.06,Mariner Books/Houghton Mifflin Co. (NY/Boston),Paperback,756,2002,2001,,2017/02/26,"to-read, non-fiction","to-read (#44), non-fiction (#41)",to-read,,,,0,,,0,,,,,
18295858,Frog Music,Emma Donoghue,"Donoghue, Emma",,"=""031632468X""","=""9780316324687""",0,3.13,"Little, Brown and Company",Hardcover,416,2014,2014,,2017/02/26,"to-read, fiction","to-read (#43), fiction (#3)",to-read,,,,0,,,0,,,,,
13707734,The Swerve: How the World Became Modern,Stephen Greenblatt,"Greenblatt, Stephen",,"=""0393343405""","=""9780393343403""",0,3.83,W. W. Norton & Company,Paperback,356,2012,2011,,2017/02/26,"to-read, non-fiction","to-read (#42), non-fiction (#40)",to-read,,,,0,,,0,,,,,
382068,"The Transformation of Virginia, 1740-1790",Rhys Isaac,"Isaac, Rhys",,"=""080784814X""","=""9780807848142""",0,3.80,University of North Carolina Press,Paperback,491,1999,1982,,2017/02/26,"to-read, non-fiction","to-read (#41), non-fiction (#39)",to-read,,,,0,,,0,,,,,
321263,Humanity: A Moral History of the Twentieth Century,Jonathan Glover,"Glover, Jonathan",,"=""0300087152""","=""9780300087154""",0,4.26,Yale University Press,Paperback,476,2001,1999,,2017/02/26,"to-read, non-fiction","to-read (#40), non-fiction (#38)",to-read,,,,0,,,0,,,,,
25241,The Philosophy of History,Georg Wilhelm Friedrich Hegel,"Hegel, Georg Wilhelm Friedrich","J. Sibree, C.J. Friedrich, Charles Hegel","=""0486437558""","=""9780486437552""",0,3.81,Dover Publications,Paperback,480,2004,1831,,2017/02/26,"to-read, non-fiction","to-read (#39), non-fiction (#37)",to-read,,,,0,,,0,,,,,
5470,1984,George Orwell,"Orwell, George",Erich Fromm,"=""0451524934""","=""9780451524935""",0,4.13,New American Library,Mass Market Paperback,328,1950,1949,,2017/02/26,"to-read, fiction","to-read (#38), fiction (#2)",to-read,,,,0,,,0,,,,,
279456,"Plutarch's Lives, Vol 2",Plutarch,"Plutarch, Plutarch","Arthur Hugh Clough, John Dryden","=""0375756779""","=""9780375756771""",0,4.13,Modern Library,Paperback,706,2001,100,,2017/02/26,"to-read, non-fiction","to-read (#37), non-fiction (#36)",to-read,,,,0,,,0,,,,,
415634,"Plutarch's Lives, Vol 1",Plutarch,"Plutarch, Plutarch","Arthur Hugh Clough, John Dryden, James Atlas","=""0375756760""","=""9780375756764""",0,4.07,Modern Library,Paperback,766,2001,100,,2017/02/26,"to-read, non-fiction","to-read (#36), non-fiction (#35)",to-read,,,,0,,,0,,,,,
279460,The Rise and Fall of Athens: Nine Greek Lives,Plutarch,"Plutarch, Plutarch",Ian Scott-Kilvert,"=""0140441026""","=""9780140441024""",0,4.00,Penguin Classics,Paperback,320,1973,1960,,2017/02/26,"to-read, non-fiction","to-read (#35), non-fiction (#34)",to-read,,,,0,,,0,,,,,
85009,Design Patterns: Elements of Reusable Object-Oriented Software,Erich Gamma,"Gamma, Erich","Ralph Johnson, John Vlissides, Richard Helm","=""0201633612""","=""9780201633610""",0,4.15,Addison-Wesley Professional,Hardcover,416,1994,1994,,2017/02/26,"to-read, non-fiction","to-read (#34), non-fiction (#33)",to-read,,,,0,,,0,,,,,
6593810,Learn You a Haskell for Great Good!,Miran Lipovača,"Lipovača, Miran",,"=""""","=""""",0,4.34,,ebook,176,,2011,,2017/02/26,"to-read, non-fiction","to-read (#33), non-fiction (#32)",to-read,,,,0,,,0,,,,,
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,"Jr., Frederick P. Brooks",,"=""0201835959""","=""9780201835953""",0,4.05,Addison-Wesley Professional,Paperback,322,1995,1975,,2017/02/26,"to-read, non-fiction","to-read (#32), non-fiction (#31)",to-read,,,,0,,,0,,,,,
43713,Structure and Interpretation of Computer Programs (MIT Electrical Engineering and Computer Science),Harold Abelson,"Abelson, Harold","Gerald Jay Sussman, Julie Sussman","=""0262510871""","=""9780262510875""",0,4.45,MIT Press (MA),Paperback,657,1996,1984,,2017/02/26,"to-read, non-fiction","to-read (#31), non-fiction (#30)",to-read,,,,0,,,0,,,,,
13507787,Practical Object Oriented Design in Ruby,Sandi Metz,"Metz, Sandi",,"=""0321721330""","=""9780321721334""",0,4.56,Addison-Wesley Professional,Paperback,247,2012,2012,,2017/02/26,"to-read, non-fiction","to-read (#30), non-fiction (#29)",to-read,,,,0,,,0,,,,,
106728,The Timeless Way of Building,Christopher W. Alexander,"Alexander, Christopher W.",,"=""0195024028""","=""9780195024029""",0,4.31,"Oxford University Press, USA",Hardcover,552,1979,1978,,2017/02/26,"to-read, non-fiction","to-read (#29), non-fiction (#28)",to-read,,,,0,,,0,,,,,
5481,Brave New World Revisited ,Aldous Huxley,"Huxley, Aldous",,"=""0060898526""","=""9780060898526""",0,3.94,Harper Perennial Modern Classics,Paperback,123,2006,1958,,2017/02/26,"to-read, fiction","to-read (#28), fiction (#1)",to-read,,,,0,,,0,,,,,
67896,Tao Te Ching,Lao Tzu,"Tzu, Lao","Gia-Fu Feng, Jane English, Toinette Lippe, Jacob Needleman","=""0679724346""","=""9780679724346""",0,4.31,Vintage,Paperback,160,1989,-300,,2017/02/26,"to-read, non-fiction","to-read (#27), non-fiction (#27)",to-read,,,,0,,,0,,,,,
179744,"The Emperor's New Mind Concerning Computers, Minds and the Laws of Physics",Roger Penrose,"Penrose, Roger",Martin Gardner,"=""0192861980""","=""9780192861986""",0,3.83,"Oxford University Press, USA",Paperback,640,2002,1989,,2017/02/26,"to-read, non-fiction","to-read (#26), non-fiction (#26)",to-read,,,,0,,,0,,,,,
408862,The Golden Bough,James George Frazer,"Frazer, James George",,"=""0684826305""","=""9780684826301""",0,4.01,Touchstone Books,Paperback,880,1995,1890,,2017/02/26,"to-read, non-fiction","to-read (#25), non-fiction (#25)",to-read,,,,0,,,0,,,,,
13259270,Free Will,Sam Harris,"Harris, Sam",,"=""1451683405""","=""9781451683400""",0,3.82,Free Press,Paperback,83,2012,2012,,2017/02/26,"to-read, non-fiction","to-read (#24), non-fiction (#24)",to-read,,,,0,,,0,,,,,
836937,Synchronicity: An Acausal Connecting Principle,C.G. Jung,"Jung, C.G.",R.F.C. Hull,"=""0691017948""","=""9780691017945""",0,4.10,Princeton University Press,Paperback,160,1973,1952,,2017/02/26,"to-read, non-fiction","to-read (#23), non-fiction (#23)",to-read,,,,0,,,0,,,,,
44919,Working Effectively with Legacy Code,Michael C. Feathers,"Feathers, Michael C.",,"=""0131177052""","=""0076092025986""",0,4.14,Prentice Hall,Paperback,456,2004,2004,,2017/02/26,"to-read, non-fiction","to-read (#22), non-fiction (#22)",to-read,,,,0,,,0,,,,,
131304,Big Bang: The Origin of the Universe,Simon Singh,"Singh, Simon",,"=""0007162219""","=""9780007162215""",0,4.13,Harper Perennial,Paperback,560,2005,2004,,2017/02/26,"to-read, non-fiction","to-read (#21), non-fiction (#21)",to-read,,,,0,,,0,,,,,
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,"Singh, Simon",,"=""0385495323""","=""9780385495325""",0,4.27,Anchor,Paperback,432,2000,1999,,2017/02/26,"to-read, non-fiction","to-read (#20), non-fiction (#20)",to-read,,,,0,,,0,,,,,
12625589,Turing's Cathedral: The Origins of the Digital Universe,George Dyson,"Dyson, George",,"=""0307907066""","=""9780307907066""",0,3.53,Pantheon,ebook,505,2012,2012,,2017/02/26,"to-read, non-fiction","to-read (#19), non-fiction (#19)",to-read,,,,0,,,0,,,,,
4845,Code Complete,Steve McConnell,"McConnell, Steve",,"=""0735619670""","=""9780735619678""",0,4.27,Microsoft Press,Paperback,914,2004,1993,,2017/02/26,"to-read, non-fiction","to-read (#18), non-fiction (#18)",to-read,,,,0,,,0,,,,,
13130963,Seven Databases in Seven Weeks: A Guide to Modern Databases and the NoSQL Movement,Eric  Redmond,"Redmond, Eric",Jim R. Wilson,"=""1934356921""","=""9781934356920""",0,4.00,Pragmatic Bookshelf,Paperback,352,2012,2012,,2017/02/26,"to-read, non-fiction","to-read (#17), non-fiction (#17)",to-read,,,,0,,,0,,,,,
4099,The Pragmatic Programmer: From Journeyman to Master,Andrew Hunt,"Hunt, Andrew",Dave Thomas,"=""020161622X""","=""9780201616224""",0,4.31,Addison-Wesley Professional,Paperback,321,1999,1999,,2017/02/26,"to-read, non-fiction","to-read (#16), non-fiction (#16)",to-read,,,,0,,,0,,,,,
41786,Joel on Software,Joel Spolsky,"Spolsky, Joel",,"=""1590593898""","=""9781590593899""",0,4.09,Apress,Paperback,384,2004,2004,,2017/02/26,"to-read, non-fiction","to-read (#15), non-fiction (#15)",to-read,,,,0,,,0,,,,,
